,nft_name,influencer_name,is_influencer_following
0,ILYYWNFT,BentoBoiNFT,True
1,ILYYWNFT,TheShamdoo,True
2,ILYYWNFT,dingalingts,False
3,ILYYWNFT,champtgram,False
4,ILYYWNFT,CryptoGorillaYT,True
5,ILYYWNFT,nftpasta,True
6,ILYYWNFT,MattCobuzio,False
7,ILYYWNFT,mulligan,False
8,ILYYWNFT,Crypt0Emma,True
9,ILYYWNFT,SkiddilyNFT,True
10,ILYYWNFT,NFTverse_,False
11,ILYYWNFT,NickyGee44,False
12,ILYYWNFT,allnick,False
13,ILYYWNFT,Cameron_singh17,False
14,ILYYWNFT,maxnaut,True
15,ILYYWNFT,LilMoonLambo,False
16,ILYYWNFT,SajadNFT,False
17,ILYYWNFT,ashrobinqt,False
18,ILYYWNFT,Dario_Desiena,False
19,ILYYWNFT,SneakyninjaNFTs,False
20,ILYYWNFT,KosherPlug,False
21,ILYYWNFT,thebrettway,False
22,ILYYWNFT,OttoSuwenNFT,False
23,ILYYWNFT,OttoSuwenNFT,False
24,ILYYWNFT,itstylersays,False
25,ILYYWNFT,hypnotizedApe,False
26,ILYYWNFT,NFTLlama,False
27,ILYYWNFT,JRNYcrypto,False
28,ILYYWNFT,ZssBecker,False
29,ILYYWNFT,SpencerCUH,False
30,ILYYWNFT,Archemist23NFT,True
31,ILYYWNFT,BattleguruNFT,False
32,ILYYWNFT,cbassg16,False
33,ILYYWNFT,Zeneca_33,False
34,ILYYWNFT,squidNFT,False
35,ILYYWNFT,elliotrades,False
36,ILYYWNFT,PopeyesNFTs,True
37,ILYYWNFT,JamesCiesluk,True
38,ILYYWNFT,AmeerHussainn,False
39,ILYYWNFT,KevinSusanto,False
40,ILYYWNFT,DonteCrypto,False
41,ILYYWNFT,JuJulikesnfts,False
42,ILYYWNFT,Chewtoro,False
43,ILYYWNFT,DCLBlogger,False
44,ILYYWNFT,tropoFarmer,False
45,ILYYWNFT,sxtvik,False
46,ILYYWNFT,andr3w,True
47,ILYYWNFT,DeezeFi,False
48,ILYYWNFT,fvckrender,False
49,ILYYWNFT,garyvee,False
50,ILYYWNFT,Luke360,False
51,ILYYWNFT,iamDCinvestor,False
