,nft_name,influencer_name,is_influencer_following
0,SatoshiRunnerz,BentoBoiNFT,True
1,SatoshiRunnerz,TheShamdoo,True
2,SatoshiRunnerz,dingalingts,False
3,SatoshiRunnerz,champtgram,False
4,SatoshiRunnerz,CryptoGorillaYT,False
5,SatoshiRunnerz,nftpasta,True
6,SatoshiRunnerz,MattCobuzio,True
7,SatoshiRunnerz,mulligan,False
8,SatoshiRunnerz,Crypt0Emma,True
9,SatoshiRunnerz,SkiddilyNFT,True
10,SatoshiRunnerz,NFTverse_,False
11,SatoshiRunnerz,NickyGee44,True
12,SatoshiRunnerz,allnick,False
13,SatoshiRunnerz,Cameron_singh17,False
14,SatoshiRunnerz,maxnaut,False
15,SatoshiRunnerz,LilMoonLambo,False
16,SatoshiRunnerz,SajadNFT,False
17,SatoshiRunnerz,ashrobinqt,False
18,SatoshiRunnerz,Dario_Desiena,False
19,SatoshiRunnerz,SneakyninjaNFTs,False
20,SatoshiRunnerz,KosherPlug,True
21,SatoshiRunnerz,thebrettway,True
22,SatoshiRunnerz,OttoSuwenNFT,False
23,SatoshiRunnerz,OttoSuwenNFT,False
24,SatoshiRunnerz,itstylersays,False
25,SatoshiRunnerz,hypnotizedApe,False
26,SatoshiRunnerz,NFTLlama,True
27,SatoshiRunnerz,JRNYcrypto,False
28,SatoshiRunnerz,ZssBecker,False
29,SatoshiRunnerz,SpencerCUH,False
30,SatoshiRunnerz,Archemist23NFT,False
31,SatoshiRunnerz,BattleguruNFT,False
32,SatoshiRunnerz,cbassg16,True
33,SatoshiRunnerz,Zeneca_33,False
34,SatoshiRunnerz,squidNFT,False
35,SatoshiRunnerz,elliotrades,False
36,SatoshiRunnerz,PopeyesNFTs,False
37,SatoshiRunnerz,JamesCiesluk,True
38,SatoshiRunnerz,AmeerHussainn,False
39,SatoshiRunnerz,KevinSusanto,False
40,SatoshiRunnerz,DonteCrypto,False
41,SatoshiRunnerz,JuJulikesnfts,False
42,SatoshiRunnerz,Chewtoro,False
43,SatoshiRunnerz,DCLBlogger,False
44,SatoshiRunnerz,tropoFarmer,False
45,SatoshiRunnerz,sxtvik,False
46,SatoshiRunnerz,andr3w,False
47,SatoshiRunnerz,DeezeFi,False
48,SatoshiRunnerz,fvckrender,False
49,SatoshiRunnerz,garyvee,False
50,SatoshiRunnerz,Luke360,False
51,SatoshiRunnerz,iamDCinvestor,False
