,nft_name,influencer_name,is_influencer_following
0,DrugReceipts,BentoBoiNFT,False
1,DrugReceipts,TheShamdoo,True
2,DrugReceipts,dingalingts,False
3,DrugReceipts,champtgram,False
4,DrugReceipts,CryptoGorillaYT,False
5,DrugReceipts,nftpasta,True
6,DrugReceipts,MattCobuzio,True
7,DrugReceipts,mulligan,False
8,DrugReceipts,Crypt0Emma,False
9,DrugReceipts,SkiddilyNFT,False
10,DrugReceipts,NFTverse_,False
11,DrugReceipts,NickyGee44,False
12,DrugReceipts,allnick,False
13,DrugReceipts,Cameron_singh17,False
14,DrugReceipts,maxnaut,False
15,DrugReceipts,LilMoonLambo,False
16,DrugReceipts,SajadNFT,False
17,DrugReceipts,ashrobinqt,False
18,DrugReceipts,Dario_Desiena,False
19,DrugReceipts,SneakyninjaNFTs,False
20,DrugReceipts,KosherPlug,False
21,DrugReceipts,thebrettway,False
22,DrugReceipts,OttoSuwenNFT,False
23,DrugReceipts,OttoSuwenNFT,False
24,DrugReceipts,itstylersays,False
25,DrugReceipts,hypnotizedApe,False
26,DrugReceipts,NFTLlama,False
27,DrugReceipts,JRNYcrypto,False
28,DrugReceipts,ZssBecker,False
29,DrugReceipts,SpencerCUH,False
30,DrugReceipts,Archemist23NFT,False
31,DrugReceipts,BattleguruNFT,False
32,DrugReceipts,cbassg16,False
33,DrugReceipts,Zeneca_33,False
34,DrugReceipts,squidNFT,False
35,DrugReceipts,elliotrades,False
36,DrugReceipts,PopeyesNFTs,False
37,DrugReceipts,JamesCiesluk,False
38,DrugReceipts,AmeerHussainn,False
39,DrugReceipts,KevinSusanto,False
40,DrugReceipts,DonteCrypto,False
41,DrugReceipts,JuJulikesnfts,False
42,DrugReceipts,Chewtoro,False
43,DrugReceipts,DCLBlogger,False
44,DrugReceipts,tropoFarmer,False
45,DrugReceipts,sxtvik,False
46,DrugReceipts,andr3w,False
47,DrugReceipts,DeezeFi,False
48,DrugReceipts,fvckrender,False
49,DrugReceipts,garyvee,False
50,DrugReceipts,Luke360,False
51,DrugReceipts,iamDCinvestor,False
