,nft_name,influencer_name,is_influencer_following
0,goopdoods,BentoBoiNFT,False
1,goopdoods,TheShamdoo,True
2,goopdoods,dingalingts,False
3,goopdoods,champtgram,False
4,goopdoods,CryptoGorillaYT,True
5,goopdoods,nftpasta,True
6,goopdoods,MattCobuzio,False
7,goopdoods,mulligan,False
8,goopdoods,Crypt0Emma,True
9,goopdoods,SkiddilyNFT,True
10,goopdoods,NFTverse_,False
11,goopdoods,NickyGee44,False
12,goopdoods,allnick,False
13,goopdoods,Cameron_singh17,False
14,goopdoods,maxnaut,False
15,goopdoods,LilMoonLambo,False
16,goopdoods,SajadNFT,False
17,goopdoods,ashrobinqt,False
18,goopdoods,Dario_Desiena,False
19,goopdoods,SneakyninjaNFTs,False
20,goopdoods,KosherPlug,False
21,goopdoods,thebrettway,False
22,goopdoods,OttoSuwenNFT,False
23,goopdoods,OttoSuwenNFT,False
24,goopdoods,itstylersays,False
25,goopdoods,hypnotizedApe,False
26,goopdoods,NFTLlama,False
27,goopdoods,JRNYcrypto,False
28,goopdoods,ZssBecker,False
29,goopdoods,SpencerCUH,False
30,goopdoods,Archemist23NFT,False
31,goopdoods,BattleguruNFT,False
32,goopdoods,cbassg16,False
33,goopdoods,Zeneca_33,False
34,goopdoods,squidNFT,False
35,goopdoods,elliotrades,False
36,goopdoods,PopeyesNFTs,True
37,goopdoods,JamesCiesluk,False
38,goopdoods,AmeerHussainn,True
39,goopdoods,KevinSusanto,False
40,goopdoods,DonteCrypto,False
41,goopdoods,JuJulikesnfts,False
42,goopdoods,Chewtoro,False
43,goopdoods,DCLBlogger,False
44,goopdoods,tropoFarmer,True
45,goopdoods,sxtvik,True
46,goopdoods,andr3w,False
47,goopdoods,DeezeFi,False
48,goopdoods,fvckrender,False
49,goopdoods,garyvee,False
50,goopdoods,Luke360,False
51,goopdoods,iamDCinvestor,False
