,nft_name,influencer_name,is_influencer_following
0,SadBotsNFT,BentoBoiNFT,False
1,SadBotsNFT,TheShamdoo,False
2,SadBotsNFT,dingalingts,False
3,SadBotsNFT,champtgram,False
4,SadBotsNFT,CryptoGorillaYT,False
5,SadBotsNFT,nftpasta,True
6,SadBotsNFT,MattCobuzio,True
7,SadBotsNFT,mulligan,False
8,SadBotsNFT,Crypt0Emma,True
9,SadBotsNFT,SkiddilyNFT,True
10,SadBotsNFT,NFTverse_,False
11,SadBotsNFT,NickyGee44,False
12,SadBotsNFT,allnick,False
13,SadBotsNFT,Cameron_singh17,False
14,SadBotsNFT,maxnaut,False
15,SadBotsNFT,LilMoonLambo,False
16,SadBotsNFT,SajadNFT,False
17,SadBotsNFT,ashrobinqt,False
18,SadBotsNFT,Dario_Desiena,False
19,SadBotsNFT,SneakyninjaNFTs,False
20,SadBotsNFT,KosherPlug,True
21,SadBotsNFT,thebrettway,False
22,SadBotsNFT,OttoSuwenNFT,False
23,SadBotsNFT,OttoSuwenNFT,False
24,SadBotsNFT,itstylersays,False
25,SadBotsNFT,hypnotizedApe,False
26,SadBotsNFT,NFTLlama,False
27,SadBotsNFT,JRNYcrypto,True
28,SadBotsNFT,ZssBecker,False
29,SadBotsNFT,SpencerCUH,False
30,SadBotsNFT,Archemist23NFT,False
31,SadBotsNFT,BattleguruNFT,False
32,SadBotsNFT,cbassg16,False
33,SadBotsNFT,Zeneca_33,False
34,SadBotsNFT,squidNFT,False
35,SadBotsNFT,elliotrades,False
36,SadBotsNFT,PopeyesNFTs,False
37,SadBotsNFT,JamesCiesluk,False
38,SadBotsNFT,AmeerHussainn,False
39,SadBotsNFT,KevinSusanto,False
40,SadBotsNFT,DonteCrypto,False
41,SadBotsNFT,JuJulikesnfts,False
42,SadBotsNFT,Chewtoro,True
43,SadBotsNFT,DCLBlogger,False
44,SadBotsNFT,tropoFarmer,False
45,SadBotsNFT,sxtvik,False
46,SadBotsNFT,andr3w,False
47,SadBotsNFT,DeezeFi,False
48,SadBotsNFT,fvckrender,False
49,SadBotsNFT,garyvee,False
50,SadBotsNFT,Luke360,False
51,SadBotsNFT,iamDCinvestor,False
