,nft_name,influencer_name,is_influencer_following
0,cartoonsnft,BentoBoiNFT,True
1,cartoonsnft,TheShamdoo,True
2,cartoonsnft,dingalingts,False
3,cartoonsnft,champtgram,False
4,cartoonsnft,CryptoGorillaYT,False
5,cartoonsnft,nftpasta,True
6,cartoonsnft,MattCobuzio,True
7,cartoonsnft,mulligan,False
8,cartoonsnft,Crypt0Emma,False
9,cartoonsnft,SkiddilyNFT,True
10,cartoonsnft,NFTverse_,False
11,cartoonsnft,NickyGee44,True
12,cartoonsnft,allnick,False
13,cartoonsnft,Cameron_singh17,False
14,cartoonsnft,maxnaut,True
15,cartoonsnft,LilMoonLambo,False
16,cartoonsnft,SajadNFT,False
17,cartoonsnft,ashrobinqt,False
18,cartoonsnft,Dario_Desiena,False
19,cartoonsnft,SneakyninjaNFTs,False
20,cartoonsnft,KosherPlug,True
21,cartoonsnft,thebrettway,False
22,cartoonsnft,OttoSuwenNFT,False
23,cartoonsnft,OttoSuwenNFT,False
24,cartoonsnft,itstylersays,False
25,cartoonsnft,hypnotizedApe,False
26,cartoonsnft,NFTLlama,False
27,cartoonsnft,JRNYcrypto,False
28,cartoonsnft,ZssBecker,False
29,cartoonsnft,SpencerCUH,False
30,cartoonsnft,Archemist23NFT,False
31,cartoonsnft,BattleguruNFT,False
32,cartoonsnft,cbassg16,False
33,cartoonsnft,Zeneca_33,False
34,cartoonsnft,squidNFT,False
35,cartoonsnft,elliotrades,False
36,cartoonsnft,PopeyesNFTs,False
37,cartoonsnft,JamesCiesluk,True
38,cartoonsnft,AmeerHussainn,False
39,cartoonsnft,KevinSusanto,False
40,cartoonsnft,DonteCrypto,False
41,cartoonsnft,JuJulikesnfts,True
42,cartoonsnft,Chewtoro,False
43,cartoonsnft,DCLBlogger,False
44,cartoonsnft,tropoFarmer,False
45,cartoonsnft,sxtvik,False
46,cartoonsnft,andr3w,True
47,cartoonsnft,DeezeFi,False
48,cartoonsnft,fvckrender,False
49,cartoonsnft,garyvee,False
50,cartoonsnft,Luke360,False
51,cartoonsnft,iamDCinvestor,False
