,nft_name,influencer_name,is_influencer_following
0,TastyBonesNFT,BentoBoiNFT,False
1,TastyBonesNFT,TheShamdoo,True
2,TastyBonesNFT,dingalingts,True
3,TastyBonesNFT,champtgram,True
4,TastyBonesNFT,CryptoGorillaYT,True
5,TastyBonesNFT,nftpasta,True
6,TastyBonesNFT,MattCobuzio,True
7,TastyBonesNFT,mulligan,False
8,TastyBonesNFT,Crypt0Emma,True
9,TastyBonesNFT,SkiddilyNFT,True
10,TastyBonesNFT,NFTverse_,True
11,TastyBonesNFT,NickyGee44,False
12,TastyBonesNFT,allnick,True
13,TastyBonesNFT,Cameron_singh17,True
14,TastyBonesNFT,maxnaut,True
15,TastyBonesNFT,LilMoonLambo,False
16,TastyBonesNFT,SajadNFT,False
17,TastyBonesNFT,ashrobinqt,True
18,TastyBonesNFT,Dario_Desiena,False
19,TastyBonesNFT,SneakyninjaNFTs,False
20,TastyBonesNFT,KosherPlug,True
21,TastyBonesNFT,thebrettway,False
22,TastyBonesNFT,OttoSuwenNFT,True
23,TastyBonesNFT,OttoSuwenNFT,True
24,TastyBonesNFT,itstylersays,False
25,TastyBonesNFT,hypnotizedApe,False
26,TastyBonesNFT,NFTLlama,False
27,TastyBonesNFT,JRNYcrypto,True
28,TastyBonesNFT,ZssBecker,False
29,TastyBonesNFT,SpencerCUH,False
30,TastyBonesNFT,Archemist23NFT,True
31,TastyBonesNFT,BattleguruNFT,False
32,TastyBonesNFT,cbassg16,False
33,TastyBonesNFT,Zeneca_33,False
34,TastyBonesNFT,squidNFT,False
35,TastyBonesNFT,elliotrades,False
36,TastyBonesNFT,PopeyesNFTs,False
37,TastyBonesNFT,JamesCiesluk,True
38,TastyBonesNFT,AmeerHussainn,True
39,TastyBonesNFT,KevinSusanto,False
40,TastyBonesNFT,DonteCrypto,False
41,TastyBonesNFT,JuJulikesnfts,True
42,TastyBonesNFT,Chewtoro,True
43,TastyBonesNFT,DCLBlogger,False
44,TastyBonesNFT,tropoFarmer,False
45,TastyBonesNFT,sxtvik,False
46,TastyBonesNFT,andr3w,True
47,TastyBonesNFT,DeezeFi,False
48,TastyBonesNFT,fvckrender,False
49,TastyBonesNFT,garyvee,False
50,TastyBonesNFT,Luke360,False
51,TastyBonesNFT,iamDCinvestor,False
